gml_parent_id,gml_id,the_geom,bw_belegung_id,bw_begehren_id,bw_art_des_begehrens_bez,bw_bezeichnung,bw_belastungs_art_bez,bw_datum,mapbs_bw_detail_belegung,mapbs_bw_kalender_strasseplatz,bw_belegungs_art_bez
,BW_Allmendbewilligungen_OeffentlicheBaustelle.5139,,335301,9091093,Permanente bauliche Anlagen,"Leitungsbau, Strassenbau, MP 2192 und MP 419",bauliche Nutzung,03.04.2017 - 31.07.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=335301&month=3&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=820&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.111979,,386528,9099196,Permanente bauliche Anlagen,"Schieberschachterweiterung inkl. Leitungsbau und Baumfällung bis Kantonsgrenze, MP 2449",bauliche Nutzung,31.01.2018 - 01.06.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=386528&month=0&year=2018&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=72&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.102314,,382350,9097378,Permanente bauliche Anlagen,Baugrubensicherung mittels Erdanker und Erdnägel,bauliche Nutzung,06.11.2017 - 18.10.2019,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=382350&month=10&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=833&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.87779,,340272,9091692,Permanente bauliche Anlagen,"Leitungsbau, MP 2044",bauliche Nutzung,26.06.2017 - 27.07.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=340272&month=5&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=964&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.105230,,386829,9099322,Permanente bauliche Anlagen,Baugrubenaushub auf Allmend,bauliche Nutzung,06.11.2017 - 02.02.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=386829&month=10&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=227&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.105618,,381071,9097027,Permanente bauliche Anlagen,"Koordinierter Werkleitungsbau,  kantonal erfasstes Projekt/Massnahmennr: 2081",bauliche Nutzung,05.02.2018 - 02.11.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=381071&month=1&year=2018&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=64&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.38426,,341205,9091815,Permanente bauliche Anlagen,"Koordinierter Werkleitungs-und Strassenbau,   MP: 1962",bauliche Nutzung,19.06.2017 - 21.12.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=341205&month=5&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=564&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.105389,,391875,9101021,Permanente bauliche Anlagen,Grundwasserbrunnen inkl. 3 Verbindungsleitungen,<unbekannt>,11.12.2017 - 01.11.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=391875&month=11&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=1901&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.99673,,384778,9098440,Permanente bauliche Anlagen,FTTH (Fibre to the home) MP 2516,<unbekannt>,08.01.2018 - 16.02.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=384778&month=0&year=2018&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=155&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",<unbekannt>
,BW_Allmendbewilligungen_OeffentlicheBaustelle.27295,,341204,9091815,Permanente bauliche Anlagen,"Koordinierter Werkleitungs-und Strassenbau,   MP: 1962",bauliche Nutzung,19.06.2017 - 31.05.2019,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=341204&month=5&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=526&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.106064,,391931,9101100,Permanente bauliche Anlagen,"3 E-Mob. Ladestationen, MP 2588",bauliche Nutzung,14.11.2017 - 30.06.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=391931&month=10&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=931&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.93548,,261649,9080879,Permanente bauliche Anlagen,"Umgestaltung der Oberfläche infolge neuer Ein + Ausfahrt  vom prov. Roche Parking, EP 3253  BBG Nr. 9079644 (BGI) gemäss Absprache mit Frau M. Odenbach vom 7.6.2016",bauliche Nutzung,08.05.2017 - 28.12.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=261649&month=4&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=990&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.98205,,354528,9093498,Permanente bauliche Anlagen,"Koordinierter Werkleitungs-und Strassenbau,  kantonal erfasstes Projekt/Massnahmennr: 539",bauliche Nutzung,02.10.2017 - 31.12.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=354528&month=9&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=220&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.106198,,366790,9095180,Permanente bauliche Anlagen,"Leitungsbau und Aussenkabinen für Automatisierung Sonderbauwerke des TBA, 2. Etappe, MP 1917",bauliche Nutzung,15.01.2018 - 26.02.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=366790&month=0&year=2018&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=922&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.103959,,257651,9080223,Permanente bauliche Anlagen,"Koordinierter Werkleitungs- und Strassenbau  inkl. Baumfällung, MP 1258",bauliche Nutzung,11.08.2016 - 01.12.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=257651&month=7&year=2016&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=1903&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.103283,,175212,9064617,Permanente bauliche Anlagen,Koordinierter Werkleitungs-und Strassenbau inkl. Baumfällungen  kantonal erfasstes Projekt/Massnahmennr:527,bauliche Nutzung,21.03.2016 - 29.06.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=175212&month=2&year=2016&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=148&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.105601,,381071,9097027,Permanente bauliche Anlagen,"Koordinierter Werkleitungsbau,  kantonal erfasstes Projekt/Massnahmennr: 2081",bauliche Nutzung,05.02.2018 - 02.11.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=381071&month=1&year=2018&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=64&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.79923,,200125,9069782,Permanente bauliche Anlagen,"Leitungsbau, Strassenbau , Tram 3 Verlängerung nach Saint-Louis, MP 526",bauliche Nutzung,23.11.2015 - 29.06.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=200125&month=10&year=2015&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=98&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.98225,,354528,9093498,Permanente bauliche Anlagen,"Koordinierter Werkleitungs-und Strassenbau,  kantonal erfasstes Projekt/Massnahmennr: 539",bauliche Nutzung,02.10.2017 - 31.12.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=354528&month=9&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=220&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.106772,,343621,9092099,Permanente bauliche Anlagen,Erstellen Fussgängerstreifen mit Trottoirnase,bauliche Nutzung,22.01.2018 - 30.03.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=343621&month=0&year=2018&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=806&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.109557,,287141,9084509,Permanente bauliche Anlagen,"Koordinierter Werkleitungsbau,   kantonal erfasstes Projekt/Massnahmennr:688",bauliche Nutzung,02.05.2017 - 04.05.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=287141&month=4&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=807&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.106745,,379269,9096842,Permanente bauliche Anlagen,"Koordinierter Leitungs-und Strassenbau,  kantonal erfasstes Projekt/Massnahmennr: 2495",bauliche Nutzung,04.09.2017 - 02.03.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=379269&month=8&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=220&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.98230,,354528,9093498,Permanente bauliche Anlagen,"Koordinierter Werkleitungs-und Strassenbau,  kantonal erfasstes Projekt/Massnahmennr: 539",bauliche Nutzung,02.10.2017 - 31.12.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=354528&month=9&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=220&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.111606,,378207,9096741,Permanente bauliche Anlagen,"Leitungsbau,   kantonal erfasstes Projekt/Massnahmennr: 2411",bauliche Nutzung,05.02.2018 - 21.12.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=378207&month=1&year=2018&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=87&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.99947,,296310,9085849,Permanente bauliche Anlagen,Werkleitungsbau,bauliche Nutzung,01.11.2017 - 01.09.2020,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=296310&month=10&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=783&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.105391,,391875,9101021,Permanente bauliche Anlagen,Grundwasserbrunnen inkl. 3 Verbindungsleitungen,<unbekannt>,11.12.2017 - 01.11.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=391875&month=11&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=1901&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.94632,,377908,9096714,Permanente bauliche Anlagen,Baugrubenaushub inkl. Baugrubenumschliessung mittels Anker und Rühlwand,bauliche Nutzung,21.08.2017 - 31.08.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=377908&month=7&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=313&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.93546,,261649,9080879,Permanente bauliche Anlagen,"Umgestaltung der Oberfläche infolge neuer Ein + Ausfahrt  vom prov. Roche Parking, EP 3253  BBG Nr. 9079644 (BGI) gemäss Absprache mit Frau M. Odenbach vom 7.6.2016",bauliche Nutzung,08.05.2017 - 28.12.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=261649&month=4&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=990&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.87335,,364709,9094917,Permanente bauliche Anlagen,Spundwände und Baugrubenaushub auf Allmend,bauliche Nutzung,02.06.2017 - 31.05.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=364709&month=5&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=272&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.106179,,366793,9095180,Permanente bauliche Anlagen,"Leitungsbau und Aussenkabinen für Automatisierung Sonderbauwerke des TBA, 2. Etappe, MP 1917",bauliche Nutzung,05.02.2018 - 28.02.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=366793&month=1&year=2018&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=72&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.87336,,364709,9094917,Permanente bauliche Anlagen,Spundwände und Baugrubenaushub auf Allmend,bauliche Nutzung,02.06.2017 - 31.05.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=364709&month=5&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=272&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.106740,,379269,9096842,Permanente bauliche Anlagen,"Koordinierter Leitungs-und Strassenbau,  kantonal erfasstes Projekt/Massnahmennr: 2495",bauliche Nutzung,04.09.2017 - 02.03.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=379269&month=8&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=220&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.106728,,379269,9096842,Permanente bauliche Anlagen,"Koordinierter Leitungs-und Strassenbau,  kantonal erfasstes Projekt/Massnahmennr: 2495",bauliche Nutzung,04.09.2017 - 02.03.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=379269&month=8&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=220&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.93561,,261649,9080879,Permanente bauliche Anlagen,"Umgestaltung der Oberfläche infolge neuer Ein + Ausfahrt  vom prov. Roche Parking, EP 3253  BBG Nr. 9079644 (BGI) gemäss Absprache mit Frau M. Odenbach vom 7.6.2016",bauliche Nutzung,08.05.2017 - 28.12.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=261649&month=4&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=990&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.109510,,384905,9098532,Permanente bauliche Anlagen,Neubau Schachtbauwerk  kantonal erfasstes Projekt/Massnahmennr: 2319,<unbekannt>,15.01.2018 - 27.04.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=384905&month=0&year=2018&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=399&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",<unbekannt>
,BW_Allmendbewilligungen_OeffentlicheBaustelle.111610,,378207,9096741,Permanente bauliche Anlagen,"Leitungsbau,   kantonal erfasstes Projekt/Massnahmennr: 2411",bauliche Nutzung,05.02.2018 - 21.12.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=378207&month=1&year=2018&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=87&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.111363,,393344,9101953,Permanente bauliche Anlagen,Fernwärme-Versorgungsleitung inkl. Hausanschlüsse,bauliche Nutzung,29.01.2018 - 23.03.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=393344&month=0&year=2018&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=1266&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.99945,,296310,9085849,Permanente bauliche Anlagen,Werkleitungsbau,bauliche Nutzung,01.11.2017 - 01.09.2020,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=296310&month=10&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=783&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.106730,,379269,9096842,Permanente bauliche Anlagen,"Koordinierter Leitungs-und Strassenbau,  kantonal erfasstes Projekt/Massnahmennr: 2495",bauliche Nutzung,04.09.2017 - 02.03.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=379269&month=8&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=220&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.101451,,357889,9093965,Permanente bauliche Anlagen,"Koordinierter Werkleitungsbau, MP 1903",bauliche Nutzung,23.10.2017 - 01.06.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=357889&month=9&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=237&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.96706,,339621,9091604,Permanente bauliche Anlagen,"Koordinierter Werkleitungs-und Strassenbau inkl. Oberflächenumgestaltung Oekolampadmatte  exkl. Pavillion,  kantonal erfasstes Projekt/Massnahmennr: 522",bauliche Nutzung,29.05.2017 - 30.11.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=339621&month=4&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=95&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.105619,,381071,9097027,Permanente bauliche Anlagen,"Koordinierter Werkleitungsbau,  kantonal erfasstes Projekt/Massnahmennr: 2081",bauliche Nutzung,05.02.2018 - 02.11.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=381071&month=1&year=2018&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=64&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.87337,,364709,9094917,Permanente bauliche Anlagen,Spundwände und Baugrubenaushub auf Allmend,bauliche Nutzung,02.06.2017 - 31.05.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=364709&month=5&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=272&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
